NmZ,N,Z,A,El,Mass_Excess,Binding_Energy,Beta_decay_Energy,AMU
14,90,76,166,Os,-25431.526,7866.3371,-12126.0,972698.135
12,89,77,166,Ir,-13306.0,7789.0,-8523.0,985716.0
10,88,78,166,Pt,-4783.0,7733.0,0.0,994866.0
43,105,62,167,Sm,-35330.0,7992.0,8440.0,962072.0
41,104,63,167,Eu,-43770.0,8038.0,7006.0,953011.0
39,103,64,167,Gd,-50775.732,8075.5428,5107.3505859375,945490.012
37,102,65,167,Tb,-55883.082,8101.441,4028.36865234375,940007.046
35,101,66,167,Dy,-59911.451,8120.8782,2368.007568359375,935682.415
33,100,67,167,Ho,-62279.459,8130.3732,1009.797119140625,933140.254
31,99,68,167,Er,-63289.256,8131.7352,-746.1392211914062,932056.192
29,98,69,167,Tm,-62543.117,8122.5826,-1953.2161865234375,932857.206
27,97,70,167,Yb,-60589.9,8106.202,-3063.618896484375,934954.069
25,96,71,167,Lu,-57526.281,8083.1722,-4058.519775390625,938243.0
23,95,72,167,Hf,-53467.761,8054.185,-5116.697265625,942600.0
21,94,73,167,Ta,-48351.064,8018.8614,-6257.8525390625,948093.0
19,93,74,167,W,-42093.212,7976.7045,-7259.0,954811.08
17,92,75,167,Re,-34834.0,7929.0,-8335.0,962604.0
15,91,76,167,Os,-26498.86,7873.9557,-9426.412109375,971552.304
13,90,77,167,Ir,-17072.448,7812.8254,-10319.0,981671.973
11,89,78,167,Pt,-6753.0,7746.0,0.0,992750.0
44,106,62,168,Sm,-31640.0,7971.0,7610.0,966033.0
42,105,63,168,Eu,-39250.0,8012.0,8899.0,957863.0
40,104,64,168,Gd,-48150.0,8060.0,4631.0,948309.0
38,103,65,168,Tb,-52781.181,8082.798,5777.216796875,943337.074
36,102,66,168,Dy,-58558.398,8112.5293,1500.833251953125,937134.977
34,101,67,168,Ho,-60059.231,8116.8061,2930.0,935523.766
32,100,68,168,Er,-62989.231,8129.5897,-1676.8525390625,932378.282
30,99,69,168,Tm,-61312.379,8114.9516,267.4880065917969,934178.457
28,98,70,168,Yb,-61579.867,8111.887,-4507.03515625,933891.297
26,97,71,168,Lu,-57072.832,8080.4026,-1712.2740478515625,938729.798
24,96,72,168,Hf,-55360.557,8065.5536,-6966.64453125,940568.0
22,95,73,168,Ta,-48393.913,8019.4287,-3500.98291015625,948047.0
20,94,74,168,W,-44892.93,7993.9327,-9098.041015625,951805.459
18,93,75,168,Re,-35794.889,7935.1208,-5799.89453125,961572.607
16,92,76,168,Os,-29994.995,7895.9408,-11328.7646484375,967799.05
14,91,77,168,Ir,-18666.23,7823.8509,-7656.15283203125,979960.978
12,90,78,168,Pt,-11010.078,7773.6217,-13540.0,988180.196
10,89,79,168,Au,2530.0,7688.0,0.0,2716.0
43,106,63,169,Eu,-35660.0,7991.0,8230.0,961717.0
41,105,64,169,Gd,-43890.0,8035.0,6590.0,952882.0
39,104,65,169,Tb,-50480.0,8069.0,5116.0,945807.0
37,103,66,169,Dy,-55596.01,8094.7566,3200.0,940315.231
35,102,67,169,Ho,-58796.01,8109.0622,2125.1533203125,936879.89
33,101,68,169,Er,-60921.163,8117.0078,353.4909973144531,934598.444
31,100,69,169,Tm,-61274.654,8114.4702,-899.1270141601562,934218.956
29,99,70,169,Yb,-60375.527,8104.5206,-2293.0,935184.208
27,98,71,169,Lu,-58082.527,8086.3233,-3365.632080078125,937645.845
25,97,72,169,Hf,-54716.895,8061.7791,-4426.4599609375,941259.0
23,96,73,169,Ta,-50290.435,8030.9577,-5372.568359375,946011.0
21,95,74,169,W,-44917.866,7994.5381,-6508.61962890625,951778.689
19,94,75,169,Re,-38409.247,7951.3963,-7686.2626953125,958765.979
17,93,76,169,Os,-30722.984,7901.2862,-8629.568359375,967017.521
15,92,77,169,Ir,-22093.416,7845.5944,-9629.0,976281.743
13,91,78,169,Pt,-12464.0,7784.0,-10676.0,986619.0
11,90,79,169,Au,-1788.0,7716.0,0.0,998080.0
44,107,63,170,Eu,-30860.0,7963.0,9989.0,966870.0
42,106,64,170,Gd,-40850.0,8017.0,5860.0,956146.0
40,105,65,170,Tb,-46710.0,8047.0,7000.0,949855.0
38,104,66,170,Dy,-53710.0,8084.0,2528.0,942340.0
36,103,67,170,Ho,-56237.514,8093.7902,3870.0,939626.548
34,102,68,170,Er,-60107.514,8111.9529,-312.19970703125,935471.933
32,101,69,170,Tm,-59795.314,8105.5144,968.6148071289062,935807.093
30,100,70,170,Yb,-60763.929,8106.6101,-3457.695068359375,934767.242
28,99,71,170,Lu,-57306.234,8081.6686,-1052.3734130859375,938479.23
26,98,72,170,Hf,-56253.86,8070.8762,-6116.1904296875,939609.0
24,97,73,170,Ta,-50137.67,8030.2965,-2846.865478515625,946175.0
22,96,74,170,W,-47290.804,8008.9482,-8386.80859375,949231.235
20,95,75,170,Re,-38903.996,7955.012,-4978.3046875,958234.844
18,94,76,170,Os,-33925.692,7921.1258,-10743.0,963579.273
16,93,77,170,Ir,-23182.0,7853.0,-6883.0,975113.0
14,92,78,170,Pt,-16299.202,7808.2365,-12596.0,982502.087
12,91,79,170,Au,-3703.0,7730.0,-9119.0,996024.0
10,90,80,170,Hg,5415.0,7671.0,0.0,5814.0
43,107,64,171,Gd,-36210.0,7990.0,7560.0,961127.0
41,106,65,171,Tb,-43770.0,8030.0,6240.0,953011.0
39,105,66,171,Dy,-50010.0,8062.0,4508.0,946312.0
37,104,67,171,Ho,-54517.822,8083.6021,3200.0,941472.713
35,103,68,171,Er,-57717.822,8097.7404,1492.448974609375,938037.372
33,102,69,171,Tm,-59210.271,8101.8931,96.54679870605469,936435.162
31,101,70,171,Yb,-59306.818,8097.8826,-1478.3525390625,936331.515
29,100,71,171,Lu,-57828.465,8084.6621,-2397.114501953125,937918.591
27,99,72,171,Hf,-55431.351,8066.0687,-3711.072509765625,940492.0
25,98,73,171,Ta,-51720.279,8039.7914,-4634.18310546875,944476.0
23,97,74,171,W,-47086.095,8008.1158,-5835.810546875,949451.0
21,96,75,171,Re,-41250.285,7969.4131,-6953.046875,955716.0
19,95,76,171,Os,-34297.238,7924.1769,-7885.2080078125,963180.402
17,94,77,171,Ir,-26412.03,7873.4895,-8945.4609375,971645.52
15,93,78,171,Pt,-17466.569,7816.6017,-9904.265625,981248.868
13,92,79,171,Au,-7562.303,7754.1069,-10901.0,991881.533
11,91,80,171,Hg,3339.0,7686.0,0.0,3585.0
44,108,64,172,Gd,-32970.0,7972.0,6720.0,964605.0
42,107,65,172,Tb,-39690.0,8006.0,8070.0,957391.0
40,106,66,172,Dy,-47760.0,8049.0,3724.0,948728.0
38,105,67,172,Ho,-51484.0,8066.0,4999.0,944730.0
36,104,68,172,Er,-56482.578,8090.4052,890.9755859375,939363.461
34,103,69,172,Tm,-57373.554,8091.0367,1881.90234375,938406.959
32,102,70,172,Yb,-59255.456,8097.4295,-2519.380615234375,936386.654
30,101,71,172,Lu,-56736.076,8078.2334,-333.84429931640625,939091.32
28,100,72,172,Hf,-56402.232,8071.7439,-5072.2490234375,939449.716
26,99,73,172,Ta,-51329.983,8037.7056,-2232.79150390625,944895.0
24,98,74,172,W,-49097.191,8020.1757,-7530.3525390625,947292.0
22,97,75,172,Re,-41566.839,7971.846,-4323.19775390625,955376.165
20,96,76,172,Os,-37243.641,7942.1626,-9864.267578125,960017.309
18,95,77,172,Ir,-27379.373,7880.2637,-6272.70361328125,970607.035
16,94,78,172,Pt,-21106.67,7839.246,-11788.6591796875,977341.059
14,93,79,172,Au,-9318.011,7766.1587,-8256.6494140625,989996.704
12,92,80,172,Hg,-1061.361,7713.6064,0.0,998860.581
43,108,65,173,Tb,-36510.0,7988.0,7230.0,960805.0
41,107,66,173,Dy,-43740.0,8026.0,5610.0,953043.0
39,106,67,173,Ho,-49351.0,8054.0,4304.0,947020.0
37,105,68,173,Er,-53654.0,8074.0,2602.0,942400.0
35,104,69,173,Tm,-56256.067,8084.4633,1295.1668701171875,939606.63
33,103,70,173,Yb,-57551.234,8087.4276,-670.2200927734375,938216.211
31,102,71,173,Lu,-56881.014,8079.0312,-1469.224365234375,938935.722
29,101,72,173,Hf,-55411.79,8066.0164,-3015.246337890625,940513.0
27,100,73,173,Ta,-52396.543,8044.065,-3669.1552734375,943750.0
25,99,74,173,W,-48727.388,8018.3337,-5173.51806640625,947689.0
23,98,75,173,Re,-43553.87,7983.9068,-6115.61962890625,953243.0
21,97,76,173,Os,-37438.25,7944.0341,-7169.79443359375,959808.387
19,96,77,173,Ir,-30268.456,7898.068,-8331.697265625,967505.477
17,95,78,173,Pt,-21936.758,7845.3856,-9104.7412109375,976449.922
15,94,79,173,Au,-12832.017,7788.2348,-10171.0,986224.263
13,93,80,173,Hg,-2661.0,7725.0,0.0,997143.0
44,109,65,174,Tb,-31970.0,7963.0,9160.0,965679.0
42,108,66,174,Dy,-41130.0,8011.0,4739.0,955845.0
40,107,67,174,Ho,-45870.0,8034.0,6080.0,950757.0
38,106,68,174,Er,-51949.0,8064.0,1915.0,944230.0
36,105,69,174,Tm,-53864.521,8070.6432,3080.0,942174.061
34,104,70,174,Yb,-56944.521,8083.8481,-1374.228759765625,938867.545
32,103,71,174,Lu,-55570.292,8071.454,274.2911071777344,940342.84
30,102,72,174,Hf,-55844.583,8068.5341,-4103.8115234375,940048.377
28,101,73,174,Ta,-51740.771,8040.4528,-1513.6778564453125,944454.0
26,100,74,174,W,-50227.093,8027.2572,-6553.99267578125,946079.0
24,99,75,174,Re,-43673.101,7985.0944,-3677.7177734375,953115.0
22,98,76,174,Os,-39995.383,7959.4618,-9209.4462890625,957063.192
20,97,77,174,Ir,-30785.937,7902.0377,-5468.3291015625,966949.939
18,96,78,174,Pt,-25317.608,7866.1143,-11259.0,972820.431
16,95,79,174,Au,-14058.0,7797.0,-7417.0,984908.0
14,94,80,174,Hg,-6641.017,7749.7851,0.0,992870.575
43,109,66,175,Dy,-36730.0,7986.0,6570.0,960569.0
41,108,67,175,Ho,-43300.0,8019.0,5352.0,953516.0
39,107,68,175,Er,-48652.0,8045.0,3659.0,947770.0
37,106,69,175,Tm,-52310.556,8061.7673,2385.0,943842.31
35,105,70,175,Yb,-54695.556,8070.9253,470.12188720703125,941281.907
33,104,71,175,Lu,-55165.678,8069.1412,-683.9154052734375,940777.211
31,103,72,175,Hf,-54481.763,8060.7625,-2073.1103515625,941511.424
29,102,73,175,Ta,-52408.653,8044.4456,-2775.852294921875,943737.0
27,101,74,175,W,-49632.8,8024.113,-4344.48828125,946717.0
25,100,75,175,Re,-45288.312,7994.8168,-5182.951171875,951381.0
23,99,76,175,Os,-40105.36,7960.7294,-6710.849609375,956945.126
21,98,77,175,Ir,-33394.511,7917.9112,-7685.82666015625,964149.519
19,97,78,175,Pt,-25708.684,7869.5216,-8304.998046875,972400.593
17,96,79,175,Au,-17403.686,7817.5939,-9434.2431640625,981316.375
15,95,80,175,Hg,-7969.443,7759.2134,0.0,991444.451
44,110,66,176,Dy,-33610.0,7969.0,5780.0,963918.0
42,109,67,176,Ho,-39390.0,7997.0,7241.0,957713.0
40,108,68,176,Er,-46631.0,8034.0,2741.0,949940.0
38,107,69,176,Tm,-49371.322,8045.1214,4120.0,946997.707
36,106,70,176,Yb,-53491.322,8064.0853,-108.989501953125,942574.706
34,105,71,176,Lu,-53382.333,8059.0209,1194.0947265625,942691.711
32,104,72,176,Hf,-54576.428,8061.3604,-3211.04833984375,941409.797
30,103,73,176,Ta,-51365.379,8038.6706,-723.7708740234375,944857.0
28,102,74,176,W,-50641.608,8030.1131,-5578.71826171875,945634.0
26,101,75,176,Re,-45062.89,7993.9707,-2931.705810546875,951623.0
24,100,76,176,Os,-42131.184,7972.8681,-8249.26171875,954770.315
22,99,77,176,Ir,-33881.923,7921.5522,-4948.00390625,963626.261
20,98,78,176,Pt,-28933.918,7888.9934,-10412.951171875,968938.162
18,97,79,176,Au,-18520.967,7825.3837,-6736.328125,980116.925
16,96,80,176,Hg,-11784.639,7782.664,-12369.3671875,987348.67
14,95,81,176,Tl,584.728,7707.9383,0.0,627.731
43,110,67,177,Ho,-36280.0,7980.0,6578.0,961052.0
41,109,68,177,Er,-42858.0,8013.0,4711.0,953990.0
39,108,69,177,Tm,-47570.0,8035.0,3417.0,948932.0
37,107,70,177,Yb,-50986.404,8049.9741,1397.498291015625,945263.846
35,106,71,177,Lu,-52383.903,8053.4495,496.8424987792969,943763.57
33,105,72,177,Hf,-52880.745,8051.8365,-1166.0,943230.187
31,104,73,177,Ta,-51714.745,8040.8289,-2013.014404296875,944481.94
29,103,74,177,W,-49701.731,8025.0359,-3432.555908203125,946643.0
27,102,75,177,Re,-46269.175,8001.2229,-4312.72705078125,950328.0
25,101,76,177,Os,-41956.448,7972.4371,-5909.0234375,954957.902
23,100,77,177,Ir,-36047.425,7934.6328,-6676.98779296875,961301.5
21,99,78,177,Pt,-29370.437,7892.4896,-7824.7001953125,968469.541
19,98,79,177,Au,-21545.736,7843.8623,-8769.9130859375,976869.701
17,97,80,177,Hg,-12775.823,7789.8947,-9435.7197265625,986284.59
15,96,81,177,Tl,-3340.103,7732.1655,0.0,996414.252
44,111,67,178,Ho,-32130.0,7957.0,8130.0,965507.0
42,110,68,178,Er,-40260.0,7999.0,3980.0,956779.0
40,109,69,178,Tm,-44240.0,8017.0,5437.0,952506.0
38,108,70,178,Yb,-49677.139,8042.7386,660.7415161132812,946669.4
36,107,71,178,Lu,-50337.881,8042.0554,2097.485107421875,945960.065
34,106,72,178,Hf,-52435.366,8049.4438,-1837.0,943708.322
32,105,73,178,Ta,-50598.0,8035.0,-191.0,945680.0
30,104,74,178,W,-50407.066,8029.2584,-4753.6083984375,945885.791
28,103,75,178,Re,-45653.457,7998.1576,-2109.21435546875,950989.0
26,102,76,178,Os,-43544.243,7981.9128,-7289.9296875,953253.334
24,101,77,178,Ir,-36254.314,7936.563,-4256.828125,961079.395
22,100,78,178,Pt,-31997.486,7908.253,-9694.45703125,965649.288
20,99,79,178,Au,-22303.029,7849.3946,-5987.68310546875,976056.714
18,98,80,178,Hg,-16315.346,7811.3607,-11702.0,982484.756
16,97,81,178,Tl,-4613.0,7741.0,-8187.0,995047.0
14,96,82,178,Pb,3573.371,7690.8359,0.0,3836.171
43,111,68,179,Er,-36080.0,7976.0,5821.0,961267.0
41,110,69,179,Tm,-41900.0,8004.0,4739.0,955018.0
39,109,70,179,Yb,-46640.0,8026.0,2419.0,949930.0
37,108,71,179,Lu,-49059.013,8035.0744,1404.0230712890625,947332.985
35,107,72,179,Hf,-50463.036,8038.5474,-105.5801010131836,945825.705
33,106,73,179,Ta,-50357.456,8033.5869,-1062.2093505859375,945939.05
31,105,74,179,W,-49295.247,8023.2821,-2710.934814453125,947079.378
29,104,75,179,Re,-46584.312,8003.7666,-3564.1748046875,949989.686
27,103,76,179,Os,-43020.137,7979.4844,-4938.41796875,953815.985
25,102,77,179,Ir,-38081.719,7947.5248,-5813.591796875,959117.594
23,101,78,179,Pt,-32268.127,7910.6759,-7279.5556640625,965358.742
21,100,79,179,Au,-24988.572,7865.6374,-8055.64794921875,973173.666
19,99,80,179,Hg,-16932.924,7816.2631,-8663.2919921875,981821.759
17,98,81,179,Tl,-8269.632,7763.4942,-10321.240234375,991122.185
15,97,82,179,Pb,2051.608,7701.463,0.0,2202.492
44,112,68,180,Er,-33180.0,7960.0,4990.0,964380.0
42,111,69,180,Tm,-38170.0,7983.0,6550.0,959023.0
40,110,70,180,Yb,-44720.0,8016.0,1956.0,951991.0
38,109,71,180,Lu,-46676.476,8022.0394,3103.0,949890.744
36,108,72,180,Hf,-49779.476,8034.9319,-845.8452758789062,946559.537
34,107,73,180,Ta,-48933.631,8025.8864,702.6121826171875,947467.589
32,106,74,180,W,-49636.243,8025.4434,-3798.87939453125,946713.304
30,105,75,180,Re,-45837.364,7999.9922,-1481.1658935546875,950791.568
28,104,76,180,Os,-44356.198,7987.4171,-6378.66796875,952381.665
26,103,77,180,Ir,-37977.53,7947.6337,-3547.654541015625,959229.446
24,102,78,180,Pt,-34429.875,7923.5781,-8804.228515625,963038.01
22,101,79,180,Au,-25625.646,7870.3194,-5375.1328125,972489.738
20,100,80,180,Hg,-20250.513,7836.1111,-10860.0751953125,978260.18
18,99,81,180,Tl,-9390.438,7771.431,-7449.36962890625,989918.95
16,98,82,180,Pb,-1941.069,7725.6993,0.0,997916.177
43,112,69,181,Tm,-35440.0,7969.0,5649.0,961954.0
41,111,70,181,Yb,-41088.0,7996.0,3709.0,955890.0
39,110,71,181,Lu,-44797.414,8011.9301,2605.54345703125,951908.0
37,109,72,181,Hf,-47402.958,8022.003,1036.1060791015625,949110.834
35,108,73,181,Ta,-48439.064,8023.405,-205.11929321289062,947998.528
33,107,74,181,W,-48233.945,8017.9494,-1716.5330810546875,948218.733
31,106,75,181,Re,-46517.412,8004.1434,-2967.44384765625,950061.507
29,105,76,181,Os,-43549.968,7983.4263,-4086.9326171875,953247.188
27,104,77,181,Ir,-39463.035,7956.5242,-5081.5380859375,957634.691
25,103,78,181,Pt,-34381.497,7924.1271,-6510.357421875,963089.946
23,102,79,181,Au,-27871.14,7883.8359,-7210.0126953125,970079.102
21,101,80,181,Hg,-20661.127,7839.6792,-7862.3779296875,977819.368
19,100,81,181,Tl,-12798.749,7791.9183,-9688.1181640625,986259.978
17,99,82,181,Pb,-3110.631,7734.0704,0.0,996660.6
44,113,69,182,Tm,-31490.0,7948.0,7410.0,966194.0
42,112,70,182,Yb,-38900.0,7984.0,2870.0,958239.0
40,111,71,182,Lu,-41770.0,7996.0,4280.0,955158.0
38,110,72,182,Hf,-46049.636,8014.8381,381.0486145019531,950563.684
36,109,73,182,Ta,-46430.685,8012.6332,1815.459228515625,950154.612
34,108,74,182,W,-48246.144,8018.3096,-2800.0,948205.636
32,107,75,182,Re,-45446.144,7998.6264,-837.0347900390625,951211.56
30,106,76,182,Os,-44609.109,7989.7287,-5557.4267578125,952110.154
28,105,77,182,Ir,-39051.682,7954.8948,-2883.261962890625,958076.296
26,104,78,182,Pt,-36168.42,7934.7541,-7864.44482421875,961171.605
24,103,79,182,Au,-28303.976,7887.2442,-4727.09033203125,969614.433
22,102,80,182,Hg,-23576.885,7856.9726,-10249.671875,974689.173
20,101,81,182,Tl,-13327.213,7796.3571,-6502.65673828125,985692.649
18,100,82,182,Pb,-6824.556,7756.3296,0.0,992673.537
43,113,70,183,Yb,-35000.0,7963.0,4716.0,962426.0
41,112,71,183,Lu,-39716.114,7984.8125,3567.4326171875,957363.0
39,111,72,183,Hf,-43283.547,8000.0315,2010.0,953533.203
37,110,73,183,Ta,-45293.547,8006.74,1072.1160888671875,951375.38
35,109,74,183,W,-46365.663,8008.3234,-556.0,950224.416
33,108,75,183,Re,-45809.663,8001.0101,-2145.90283203125,950821.306
31,107,76,183,Os,-43663.76,7985.0087,-3461.62158203125,953125.028
29,106,77,183,Ir,-40202.138,7961.8176,-4428.94189453125,956841.231
27,105,78,183,Pt,-35773.197,7933.3406,-5581.708984375,961595.895
25,104,79,183,Au,-30191.488,7898.5644,-6386.83203125,967588.106
23,103,80,183,Hg,-23804.655,7859.3885,-7217.39404296875,974444.652
21,102,81,183,Tl,-16587.261,7815.6741,-9007.2529296875,982192.843
19,101,82,183,Pb,-7580.008,7762.179,0.0,991862.527
44,114,70,184,Yb,-32600.0,7951.0,3700.0,965002.0
42,113,71,184,Lu,-36300.0,7967.0,5199.0,961030.0
40,112,72,184,Hf,-41499.453,7990.7228,1340.0,955448.507
38,111,73,184,Ta,-42839.453,7993.7535,2866.0,954009.958
36,110,74,184,W,-45705.453,8005.0777,-1485.63330078125,950933.18
34,109,75,184,Re,-44219.819,7992.7517,32.74599838256836,952528.073
32,108,76,184,Os,-44252.565,7988.6778,-4641.7099609375,952492.919
30,107,77,184,Ir,-39610.855,7959.1992,-2278.368896484375,957476.0
28,106,78,184,Pt,-37332.486,7942.5649,-7013.7724609375,959921.929
26,105,79,184,Au,-30318.714,7900.1947,-3973.927001953125,967451.523
24,104,80,184,Hg,-26344.787,7874.3454,-9461.431640625,971717.709
22,103,81,184,Tl,-16883.355,7818.6727,-5831.76904296875,981874.973
20,102,82,184,Pb,-11051.586,7782.7264,-12306.0,988135.634
18,101,83,184,Bi,1254.0,7712.0,0.0,1347.0
45,115,70,185,Yb,-28480.0,7929.0,5480.0,969425.0
43,114,71,185,Lu,-33960.0,7955.0,4359.0,963542.0
41,113,72,185,Hf,-38319.804,7973.9711,3074.566650390625,958862.0
39,112,73,185,Ta,-41394.371,7986.3615,1993.5,955561.317
37,111,74,185,W,-43387.871,7992.9083,431.1763916015625,953421.206
35,110,75,185,Re,-43819.047,7991.0101,-1013.1392822265625,952958.32
33,109,76,185,Os,-42805.908,7981.3047,-2470.3505859375,954045.969
31,108,77,185,Ir,-40335.558,7963.7226,-3647.413818359375,956698.0
29,107,78,185,Pt,-36688.144,7939.7779,-4829.994140625,960613.659
27,106,79,185,Au,-31858.15,7909.441,-5674.4990234375,965798.871
25,105,80,185,Hg,-26183.651,7874.5391,-6425.90625,971890.696
23,104,81,185,Tl,-19757.745,7835.5756,-8216.533203125,978789.189
21,103,82,185,Pb,-11541.211,7786.933,-9305.0,987610.0
19,102,83,185,Bi,-2236.0,7732.0,0.0,997600.0
44,115,71,186,Lu,-30320.0,7936.0,6104.0,967450.0
42,114,72,186,Hf,-36424.214,7964.3032,2183.38818359375,960897.0
40,113,73,186,Ta,-38607.602,7971.8357,3901.0,958553.036
38,112,74,186,W,-42508.602,7988.6026,-581.2819213867188,954365.14
36,111,75,186,Re,-41927.32,7981.2713,1072.71142578125,954989.172
34,110,76,186,Os,-43000.032,7982.8324,-3827.681396484375,953837.569
32,109,77,186,Ir,-39172.35,7958.0473,-1307.9029541015625,957946.754
30,108,78,186,Pt,-37864.447,7946.8094,-6149.59130859375,959350.845
28,107,79,186,Au,-31714.856,7909.5409,-3175.797119140625,965952.703
26,106,80,186,Hg,-28539.059,7888.2605,-8656.119140625,969362.061
24,105,81,186,Tl,-19882.94,7837.5161,-5202.04248046875,978654.787
22,104,82,186,Pb,-14680.897,7805.342,-11535.3994140625,984239.409
20,103,83,186,Bi,-3145.497,7739.1175,-7247.02783203125,996623.169
18,102,84,186,Po,4101.531,7695.9488,0.0,4403.174
45,116,71,187,Lu,-27770.0,7923.0,5230.0,970188.0
43,115,72,187,Hf,-33000.0,7947.0,3896.0,964573.0
41,114,73,187,Ta,-36895.55,7963.2123,3008.49365234375,960391.0
39,113,74,187,W,-39904.044,7975.1168,1312.5047607421875,957161.249
37,112,75,187,Re,-41216.548,7977.9519,2.4667000770568848,955752.217
35,111,76,187,Os,-41219.015,7973.7814,-1669.6385498046875,955749.569
33,110,77,187,Ir,-39549.377,7960.6692,-2864.01513671875,957542.0
31,109,78,187,Pt,-36685.361,7941.1699,-3656.5810546875,960616.646
29,108,79,187,Au,-33028.78,7917.4323,-4910.271484375,964542.147
27,107,80,187,Hg,-28118.509,7886.9905,-5673.9169921875,969813.54
25,106,81,187,Tl,-22444.592,7852.465,-7457.63720703125,975904.74
23,105,82,187,Pb,-14986.955,7808.401,-8603.6796875,983910.842
21,104,83,187,Bi,-6383.275,7758.2083,-9207.0830078125,993147.272
19,103,84,187,Po,2823.808,7704.7889,0.0,3031.482
46,117,71,188,Lu,-23820.0,7903.0,7009.0,974428.0
44,116,72,188,Hf,-30830.0,7936.0,3080.0,966903.0
42,115,73,188,Ta,-33910.0,7948.0,4758.0,963596.0
40,114,74,188,W,-38667.88,7969.0532,349.0,958488.325
38,113,75,188,Re,-39016.88,7966.7481,2120.4208984375,958113.658
36,112,76,188,Os,-41137.301,7973.8656,-2792.345703125,955837.292
34,111,77,188,Ir,-38344.955,7954.8512,-523.9860229492188,958834.999
32,110,78,188,Pt,-37820.97,7947.9027,-5449.65478515625,959397.521
30,109,79,188,Au,-32371.315,7914.7537,-2172.96337890625,965247.966
28,108,80,188,Hg,-30198.351,7899.034,-7861.94873046875,967580.738
26,107,81,188,Tl,-22336.403,7853.0537,-4525.37841796875,976020.886
24,106,82,188,Pb,-17811.024,7824.8211,-10616.2236328125,980879.079
22,105,83,188,Bi,-7194.8,7764.1904,-6650.42236328125,992276.064
20,104,84,188,Po,-544.378,7724.6544,0.0,999415.586
45,117,72,189,Hf,-27150.0,7917.0,4809.0,970853.0
43,116,73,189,Ta,-31960.0,7938.0,3850.0,965690.0
41,115,74,189,W,-35809.0,7954.0,2170.0,961557.0
39,114,75,189,Re,-37979.097,7961.8105,1007.7048950195312,959227.764
37,113,76,189,Os,-38986.802,7963.0029,-537.1494140625,958145.949
35,112,77,189,Ir,-38449.652,7956.0214,-1980.2469482421875,958722.602
33,111,78,189,Pt,-36469.405,7941.4045,-2887.447021484375,960848.485
31,110,79,189,Au,-33581.958,7921.9876,-3955.580078125,963948.286
29,109,80,189,Hg,-29626.378,7896.9192,-5010.2724609375,968194.776
27,108,81,189,Tl,-24616.105,7866.2704,-6772.08642578125,973573.525
25,107,82,189,Pb,-17844.019,7826.2999,-7779.35546875,980843.658
23,106,83,189,Bi,-10064.664,7780.9999,-8642.66796875,989195.139
21,105,84,189,Po,-1421.996,7731.1321,0.0,998473.425
46,118,72,190,Hf,-24800.0,7905.0,3920.0,973376.0
44,117,73,190,Ta,-28720.0,7922.0,5649.0,969168.0
42,116,74,190,W,-34368.832,7947.5031,1214.182373046875,963103.542
40,115,75,190,Re,-35583.015,7949.7759,3124.810546875,961800.064
38,114,76,190,Os,-38707.825,7962.1047,-1954.2108154296875,958445.442
36,113,77,190,Ir,-36753.614,7947.7017,552.8892822265625,960543.374
